ID,Institution ID,Name,Description,Email,Status,Visibility,Website,Instagram,Facebook,Twitter
207875,6178,Alpha Epsilon Pi,"""Alpha Epsilon Pi, the Global Jewish Fraternity, was founded to provide opportunities for a Jewish man seeking the
best possible college and fraternity experience. We have maintained the integrity of our purpose by strengthening 
our ties to the Jewish community and serving as a link between high school and career. Alpha Epsilon Pi develops
leadership for the Global Jewish community at a critical time in a young man's life.""

AEPi.org",N/A,Active,Public,N/A,N/A,N/A,N/A
207894,6178,Alpha Eta Mu Beta,"<p>AEMB is a biomedical engineering honor society founded by Dr. Daniel Reneau of Louisiana Tech University in 1979. The purpose of the Florida International University Chapter of Alpha Eta Mu Beta is to recognize those current or future Biomedical Engineers who have manifested a deep interest and marked ability in their chosen professional path, and who have conferred honor on the Biomedical Engineering Department at Florida International University by distinguished scholarship, activities, leadership and exemplary character.</p>
<p>&nbsp;</p>
<p><strong>Connect with Us !&nbsp;</strong></p>
<p>https://linktr.ee/AEMBFIU</p>",aemb.fiu@gmail.com,Active,Public,https://linktr.ee/AEMBFIU,https://www.instagram.com/fiuaemb/,N/A,N/A
207937,6178,"Alpha Kappa Alpha Sorority, Inc.","<p>The Sigma ""Pretty"" Pi Chapter of Alpha Kappa Alpha Sorority, Inc. Chartered at Florida International University.</p>",akasigmapi.president@gmail.com,Active,Public,http://www.AKA1908.com,https://www.instagram.com/sigmapiakas_/,N/A,N/A
208283,6178,Alpha Omicron Pi,N/A,aoiifiu.president@gmail.com,Active,Public,N/A,https://www.instagram.com/aoiifiu/,N/A,N/A
207920,6178,"Alpha Phi Alpha Fraternity, Inc.","<p>The History of Alpha Phi Alpha Fraternity Inc. Since it's founding on December 4, 1906, Alpha Phi Alpha Fraternity, Inc. has supplied voice and vision to the struggle of African-Americans and people of color around the world. Alpha Phi Alpha, the first intercollegiate Greek-letter fraternity established for African-Americans, was founded at Cornell University in Ithaca, New York by seven college men who recognized the need for a strong bond of Brotherhood among African descendants in this country. The visionary founders, known as the &ldquo;Jewels&rdquo; of the Fraternity, are Henry Arthur Callis, Charles Henry Chapman, Eugene Kinckle Jones, George Biddle Kelley, Nathaniel Allison Murray, Robert Harold Ogle, and Vertner Woodson Tandy. The Fraternity initially served as a study and support group for minority students who faced racial prejudice, both educationally and socially, at Cornell. The Jewel founders and early leaders of the Fraternity suc-ceeded in laying a firm foundation for Alpha Phi Alpha's principles of scholarship, fellowship, good character, and the uplifting of humanity. Alpha Phi Alpha chapters were established at other colleges and universities, many of them historically black institutions, soon after the founding at Cornell. The first Alumni Chapter was established in 1911. While continuing to stress academic excellence among its members, Alpha also recognized the need to help correct the educational, economic, political, and social injustices faced by African-Americans. True to its form as the &ldquo;first of firsts,&rdquo; Alpha Phi Alpha has been interracial since 1945.</p>",fiualphas@gmail.com,Active,Public,N/A,https://www.instagram.com/fiualphas/?hl=en,http://facebook.com/fiualphas,http://twitter.com/FIUALPHAS
207827,6178,Alpha Phi Sigma,"<p>Sigma Phi Alpha is the FIU Chapter of Alpha Phi Sigma, the National Criminal Justice Honor Society. Membership in the organization is extended to undergraduate and graduate students in the criminal justice field, as well as to juris doctorate students. We strive to strike a balance between social consciousness, scholastic responsibility, and community service. Alpha Phi Sigma is more than just a prestigious honor to place on one&rsquo;s resume; it is an active organization that encourages member participation in various events throughout the year.</p>",APS@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiualphaphisigma/,https://www.facebook.com/FIUalphaphisigma/,N/A
376978,6178,Alpha Psi Omega,N/A,apo.fiu.president@gmail.com,Active,Public,https://apo.org/,N/A,N/A,N/A
208271,6178,Alpha Xi Delta,"<p>Alpha Xi Delta at Florida International University inspires women to realize their potential by providing opportunities for Sisterhood, Leadership, Knowledge and Service. Since our founding in 1893, we have grown into a strong organization consisting of&nbsp;of more than 150,000 initiated members.</p>",N/A,Active,Public,http://fiu.alphaxidelta.org,https://www.instagram.com/axidfiu/,N/A,N/A
208555,6178,Alternative Breaks,"<p>Alternative Breaks educates students about social issues and encourages civic engagement during academic breaks by participating in direct service projects in communities throughout the country and abroad. The mission of Alternative Breaks (AB) program at Florida International University (FIU) is to focus on creating active citizens through diversity, education, and leadership training to immerse them in diverse cultures and environments around the world to engage in service-oriented learning. We envision that the Alternative Breaks program at FIU will be the leading organization that provides service-learning experiences while creating civically engaged students who are actively committed to create positive social change in the local, national, and global communities. Alternative Breaks connects student passion with the world&rsquo;s greatest needs, changing the world one break at a time.</p>",fiuab@fiu.edu,Active,Public,http://go.fiu.edu/FIUBreaks,https://www.instagram.com/fiualternativebreaks/?hl=en,https://www.facebook.com/FIUaB/,http://twitter.com/FIU_aB
220421,6178,American Association of Physicians of Indian Origin,N/A,saldana@fiu.edu,Active,Public,https://www.aapiusa.org/,N/A,N/A,N/A
384693,6178,American Civil Liberties Union (ACLU) Club - For The Panthers,N/A,fiuacluclub@gmail.com,Active,Public,N/A,N/A,N/A,N/A
208057,6178,American Institute of Architecture Students,"<p>&nbsp;</p>
<p>The American Institute of Architecture Students is a grassroots student-led organization; nationally recognized and dedicated to helping architecture students across the United States succeed in their academic studies and upcoming careers.&nbsp;&nbsp;</p>
<div>Our mission as the FIU Chapter is to promote excellence in architecture education, training and practice for all students. We are dedicated to helping all Architecture, Landscape and Interior Architecture students succeed during their time at FIU! By coordinating various social and academic events throughout the year, AIAS aims to:</div>
<div>&nbsp;</div>
<div><em>Provide students with the essential tools and resources to better their skills inside the classroom.</em></div>
<div><em>&nbsp;</em></div>
<div><em>Prepare students for the professional workplace outside of the classroom.</em></div>
<div><em>&nbsp;</em></div>
<div><em>Connect students with networking opportunities amongst the local, national, and international architecture community. <br /></em>
<p>&nbsp;</p>
</div>",Fiu@aias.org,Active,Public,http://www.aias.org/,https://www.instagram.com/aias_fiu/,https://www.facebook.com/aiasfiu/,N/A
220423,6178,American Medical Association/Florida Medical Association,N/A,saldana@fiu.edu,Active,Public,https://www.ama-assn.org/,N/A,N/A,N/A
220424,6178,American Medical Student Association,N/A,saldana@fiu.edu,Active,Public,https://www.amsa.org/,N/A,N/A,N/A
220428,6178,American Medical Women’s Association,N/A,saldana@fiu.edu,Active,Public,https://www.amwa-doc.org/,N/A,N/A,N/A
219597,6178,American Society of Mechanical Engineers,"<p><span style=""font-weight: 400;"">The American Society of Mechanical Engineers (</span><strong>ASME</strong><span style=""font-weight: 400;"">) is a not-for-profit organization that connects engineers across the globe to share knowledge, develop their careers, network and more. ASME was founded in 1880 by a small group of industrialists and since then has grown to include over 100,000 members. The Florida International University (</span><strong>FIU</strong><span style=""font-weight: 400;"">) student section of ASME started back in 2015. Today, we have about 30 active members and three different technical areas of focus our members can participate in to broaden their horizons beyond what is learned in the classroom.</span></p>",asme@fiu.edu,Active,Public,https://asme.fiu.edu/,https://www.instagram.com/fiuasme/?hl=en,N/A,N/A
219222,6178,American Student Dental Association FIU Chapter,"<p style=""text-align: center;"">As a pre-dental division, the FIU chapter aspires to create leaders and well rounded dental&nbsp;school applicants. We provide numerous opportunities to get involved in leadership and health-related activities locally and globally, as well as professional development, and skills workshops. We're here for YOU! Don't miss out on &nbsp;the great opportunities we have to offer.</p>
<p style=""text-align: center;"">ASDA purpose is much more than a chapter who guides you into dental school, we are here to provide useful information after you graduate. ASDA will guide you through anything from DAT study tips to entrepreneurship post-graduation information. We can offer DAT prep courses, live chats with dental councilors from several dental schools, free workshops, a book with the current acceptance scores (average DAT scores, average GPA, average science GPA, etc.) to all the dental schools here in the US. Also, a monthly magazine with all the up to date tech, what&rsquo;s going on around the world in the dental aspect, valuable tips on becoming a professional, how to succeed in the work place, and much more. ASDA will guide you by showing you what it takes to open your own clinic, what it takes to get a job and how to balance those financial struggles. We focus on this heavily because getting the diploma is only half the problem, you need leadership skills, you must be able to interact, and know what&rsquo;s happening in the world around you.</p>
<p style=""text-align: center;"">The American Student Dental Association is a national student-run organization that protects and advances the rights, interests and welfare of pre-dental students. It introduces students to lifelong involvement in organized dentistry and provides services, information, education, representation and advocacy.</p>
<p style=""text-align: center;"">When you join ASDA, you&rsquo;re given a voice &ndash; in your education and profession &ndash; and a chance to be part of a strong network of future dentists. You&rsquo;ll also have the opportunity to develop the leadership skills that will benefit you throughout your life.</p>
<p style=""text-align: center;"">The Value of Membership goes beyond what you receive in your four years of dental school. Many ASDA members meet life-long friends and professional mentors who make a positive impact on your career.</p>
<p style=""text-align: center;"">Only 50% of applicants are accepted into dental school each year. Predental ASDA membership will provide you with the best opportunity to stand apart from your competition and improve your chances of getting into dental school.</p>
<p style=""text-align: center;"">As a member, you&rsquo;ll receive The Guide to Getting Into Dental School. This handbook contains tuition information, undergraduate requirements, application requirements and statistics for all 66 U.S. dental schools. It also provides helpful information on the predental timeline, the DAT, interviewing, choosing a school and more.<br /><br />In addition, you will also begin receiving ASDA&rsquo;s monthly e-newsletter, The Polished Predental.</p>",asdafiu2@gmail.com,Active,Public,https://www.asdanet.org,https://www.instagram.com/asdadentalfiu/?hl=en,N/A,N/A
220932,6178,Anesthesiology Interest Group,<p>Anesthesiology Interest Groups&nbsp;are independent&nbsp;groups&nbsp;of students from different medical schools across the country whose members share a common&nbsp;interest&nbsp;in anesthesiology.&nbsp;</p>,saldana@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
377204,6178,Art History Student Association,"<p><span style=""font-weight: 400;"">I hope to bring public speakers and visitors to speak on art, museums, and how to be successful as a CARTA student, this club is going to allow students to find the job they want to have when they graduate as well as participating in activities that they dont have time for outside of school like painting drawing, etc. This association will provide information and teaching on Art history to explore the world behind this major. I hope to provide visits to the wolfsonian and other museums in south florida to further appreciate and learn about different art. This is also an opportunity for students to be involved in their university and their program, when there aren&rsquo;t many events or organizations like this.We will provide exposure to this field and assist with their classes or any questions that students may have. Although CARTA is a small community this club will help other people learn about this area of education. This club is about meeting people with the same interest and sharing what you love!</span></p>
<p><br style=""font-weight: 400;"" /><br style=""font-weight: 400;"" /></p>",mrive314@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
349838,6178,Artificial Intellegence & Coding Club,"<p>Our main goal is to promote AI and Coding at FIU. This is an effort to recognize the talent that exists here by fostering an appreciation for the students and coders. We welcome all the students to join.</p>
<p>Join the WhatsApp group:&nbsp;<a href=""https://chat.whatsapp.com/JKTKkMrBCIX3ApQo6m3L15"">https://chat.whatsapp.com/JKTKkMrBCIX3ApQo6m3L15</a></p>",yhari001@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiuaicoding/,N/A,N/A
220934,6178,Asian American Medical Student Group,N/A,saldana@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
208196,6178,Assoc. of Grad. Students in Dietetics and Nutrition (AGSDN)),"<p>The mission of AGSDN is to share our passion for dietetics and nutrition among our students, fostering growth in the field and involvement with the community.</p>",sarra010@fiu.edu,Active,Public,N/A,http://www.instagram.com/agsdn_fiu,https://www.facebook.com/groups/AGSDN/,N/A
246803,6178,Associated General Contractors of America-Student Chapter,"<p>We are here to educate students about the construction industry and help them build character. JOIN TODAY!!!</p>
<p>Our Mission</p>
<p>&bull; To be an open forum for an exchange of ideas.</p>
<p>&bull; To be an entry vehicle into AGC promoting member involvement.</p>
<p>&bull; To foster strong networks between members.</p>
<p>&bull; To create and promote industry innovation.</p>
<p>&bull; To discuss crucial issues within the industry and how they relate to the up and coming professional.</p>
<p>&bull; To involve members in the community, fostering a positive image of the construction industry to society&rsquo;s institutions.</p>
<p>&bull; Provide the leadership for the industry into the 21st century.</p>",jlafa007@fiu.edu,Active,Public,https://agc.fiu.edu/about/,N/A,N/A,N/A
207945,6178,Association of Latino Professionals for America,"<p>The Association of Latino Professionals for America (ALPFA) is the largest business student organization at Florida International University, and a leading student chapter of one of the largest professional organizations for Latinos in the nation. ALPFA at FIU is the proud successor of the FIU Accounting Association (FIUAA). Established in 1986, the FIUAA began creating professional and developmental opportunities. ALPFA at FIU continues to build upon this legacy of shared values and guiding principles and as such has earned the ALPFA regional student chapter of the year award a record 11 of the 13 years since the awards establishment as well as 2022 National Student Chapter of the Year and 2023 Southeast Student Chapter of the Year.</p>",president@alpfafiu.org,Active,Public,https://alpfafiu.org/,http://www.instagram.com/alpfafiu/,http://www.facebook.com/FIUALPFA/,N/A
207792,6178,Association of Pre-Physician Associates,"<p dir=""ltr"">The mission of the Association of Pre-Physician Associates Organization here at FIU is to guide those with the intentions and aspirations of becoming Physician Associates in achieving their goals. Mentorship, meetings, workshops, advising and detailed information are provided to members to better assist them on their journeys to graduate school. The club serves to consolidate resources and data concerning physician associate program admission requirements, application procedures, and health experience opportunities. To provide and inform members about the purpose of the profession, as well as the various specialties, and to provide familiarity with the healthcare system.</p>",prephysicianassistant@gmail.com,Active,Public,https://www.fiuprepa.org/,https://instagram.com/fiuprepa/,http://facebook.com/groups/PrePAatFIU/,N/A
208412,6178,Athletic Training Student Organization,"<p>The Athletic Training Student Organization was established at FIU in order to raise a conscious awareness of the importance of sports medicine and athletic training in the active community. We welcome any FIU student in the related fields of Sports Medicine such as Athletic Training, Exercise Physiology, Strength and Conditioning, Physical Therapy, Occupational Therapy, etc. to join our family of Sports Medicine.</p>",bselc001@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
208386,6178,Badminton,"<p>Hello and welcome to FIU Badminton Club.</p>
<p>&nbsp;</p>
<p>We are here to provide a space for members, students, faculty, staff and community members to play and enjoy badminton. We work to support and represent badminton in Miami as one of 4 locations that provide a regular scheduled facilities which provide a space to play.</p>
<p>&nbsp;</p>
<p>We have 3 courts and a wide variety of skill level of players. Please come and join us.&nbsp;<br />Rackets and shuttles are <strong>NOT</strong> provided by the club (limited number is available for rental at the PRO SHOP) as we DO NOT collect any dues or fees at the current time.</p>
<p>&nbsp;</p>
<p>HOWEVER, please remember that you are expected&nbsp;<strong>provide shuttles</strong> to the game that you are currently involved (quality depends on the other members who will be playing with you).<br />As there are a lot of members in at the courts please remember that we all share the space. Therefore, you should limit yourselves to <strong>2 games to 21 points</strong> and switch to allow others to also play their 2 games and continue to rotate in and out according to the queue at each specific court.</p>
<p>&nbsp;</p>
<p>Additional information such as competitions during the year and coaching is available upon request as well as locations of other facilities.</p>
<p>&nbsp;</p>
<p>Please join ask to join the WhatsApp Group and read the group descriptions for practice times and any further information will be posted there.</p>
<p>Thank you very much and looking forward to see y'all out there.</p>
<p>&nbsp;</p>
<p>-Mel</p>",N/A,Active,Public,N/A,N/A,N/A,N/A
207993,6178,Bangladesh Student Organization,"<p>The ""Bangladesh Student Organization at FIU"" is a collective of students who are originally from Bangladesh and are currently studying at Florida International University. The group's main purpose is to bring together students from Bangladesh who are studying at FIU. They aim to showcase the distinct culture and identity of their nation while also fostering connections with students from other countries. By doing so, they hope to contribute to the growth of a more diverse educational and research community at FIU. Additionally, this group warmly welcomes all students from Florida International University who have a keen interest in expanding their knowledge about the culture and people of Bangladesh.</p>",misla093@fiu.edu,Active,Public,https://www.facebook.com/groups/bsafiu/,N/A,https://www.facebook.com/groups/bsafiu/,N/A
216349,6178,Baptist Collegiate Ministries ,<p>Baptist&nbsp;Collegiate&nbsp;Ministries is a multiethnic&nbsp;Christian ministry for college students that is a member&nbsp;of the FIU Multifaith Council.&nbsp; BCM offers community in which students can know and love God and experience his love for you with others.</p>,N/A,Active,Public,soflobcm.com,N/A,N/A,N/A
305439,6178,Bartenders Guild at FIU,"<p><span style=""font-weight: 400;"">The Bartender's Guild is a student-run organization that shares a passion, curiosity, and camaraderie for the art and concepts of mixology, craft cocktails, and fine spirits.</span></p>
<p><span style=""font-weight: 400;"">Our organization is </span><span style=""font-weight: 400;"">a pillar of the Bacardi Center of Excellence at </span><span style=""font-weight: 400;"">the Chaplin School of Hospitality &amp; Tourism Management at Florida International University (FIU).</span></p>
<p class=""x_x_x_x_x_x_p1"">We meet every other Tuesday at 5:30 pm Eastern Time (EST) in person, at the Biscayne Bay Campus, where we host live demonstrations on the classic/modern drinks of the week have conversations about drink fundamentals, better bar practices, and invite industry professionals to share their experience and expertise. We end our meetings with a fun trivia game called ""Kahoot"" and the winner of the game wins the prize(s) of the week!</p>",barguild@fiu.edu,Active,Public,https://hospitality.fiu.edu/students/get-involved/bacardi/,https://instagram.com/bartendersguild_fiu?igshid=1doee4o348zv0,N/A,N/A
246074,6178,Bayview,"<p>Located at FIU's Biscayne Bay Campus, Bayview allows students to enjoy campus life within walking distance of their home.</p>
<p>Get involved in a student group, go kayaking, hiking, biking, or swimming. Bayview at FIU will help you create a memorable college experience.</p>",btu@fiu.edu,Active,Public,https://www.bayviewfiu.com/,N/A,N/A,N/A
208497,6178,Bayview Hall Council,"<p>The Bayview Hall Council is responsible for coordinating programming for and advocating on behalf of the residents of Bayview Student Living on the Biscayne Bay Campus of Florida International University. This council aims to promote a favorable environment for study, relaxation, and fellowship and represents the collective interests of the residents of Bayview.&nbsp;</p>",bhc@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiubhc/,https://www.facebook.com/BHCFIU,N/A
207927,6178,BBC Biscayne Bay Campus Science Club,"<p>The BISCAYNE BAY SCIENCE CLUB provides students at the NORT<span class=""x_text_exposed_show"">H CAMPUS the chance to be active members in the scientific world through an organization founded by the students of the campus itself. The club is accepted as a guide for students who wish to pursue a professional degree in scientific areas, such as, medical or dental schools.<br /></span></p>
<p><span class=""x_text_exposed_show"">The BBC Science Club helps to provide students of all majors with the tools to apply their scientific knowledge to life, specifically through the encouragement for FIU undergraduates to VOLUNTEER and be ADVOCATES for the expansion and diversification of scientific OPPORTUNITIES for OUR COMMUNITY. Additionally, the Science Club bolsters undergraduate success by assisting its members find research opportunities on campus and abroad and develop their resume to further their career.&nbsp;</span></p>",bbcsc@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiubbc_scienceclub/?hl=en,https://www.facebook.com/groups/16571461867/,N/A
383500,6178,BBC Honors College EdgeLab,"<p>Now also at BBC!</p>
<p>We are an organization, that focuses on giving all students the opportunity to learn, design, and make creative materials. These materials could be for cool projects, useful gadgets, or anything that you want to bring to life. We will be focusing on both the proposal, business, and design processes, as well as the actual construction and manufacturing for each project or item.</p>
<p>There will be organized educational sessions and workshops to give members the skills in preparation for making their designs and proposing their production in the future. These seminars include learning how to use a 3D printer, how to use 3D modeling software such as SolidWorks and Google SketchUp, programming business, and how to design in general.</p>
<p>We accept any FIU student from any major and any background that wants to make great things or learn how to get on the right track to making it, though Honors students will receive special offers. Don&rsquo;t be afraid to contact us for more information!</p>",N/A,Active,Public,https://honorsedgelab.fiu.edu/,N/A,N/A,N/A
207991,6178,BBC National Society of Minorities in Hospitality,"<p>The National Society of Minorities in Hospitality (NSMH) is a 501 C-3 non-profit student run organization. Since its founding at Cornell University in 1989, this professional trade organization has grown from 4 members to over 1000 members. NSMH prides itself on preparing minority students to be leaders in the hospitality industry. NSMH provides its members with a competitive advantage through programs and conferences, networking opportunities, scholarships, and career development services. NSMH is comprised of over 75 chapters at colleges and universities throughout the United States.</p>",aloui063@fiu.edu,Active,Public,N/A,https://www.instagram.com/nsmhfiu_/,N/A,http://twitter.com/fiunsmh
207949,6178,Beta Beta Beta,"<p>Beta Beta Beta is an honor society open to students majoring in the Biological Sciences and also to those who are interested in the life sciences. Our organization holds events that stimulate interest, scholarly attainment, and investigation in the biological sciences. We also promote the dissemination of information and new interpretations among students of the life sciences. In addition our organization promotes the personal development of its members, encourages service to the community, facilitates social interaction amongst the chapter&rsquo;s members and members from other organizations, and encourages interaction between the chapter&rsquo;s members and faculty.</p>",bbb@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiu_tribeta/,N/A,http://twitter.com/FIU_Tribeta
208208,6178,Beta Theta Pi,"<p>Beta Theta Pi is dedicated to building men of principle for a principled life. Our brotherhood aids the individual, builds the Fraternity and strengthens the host academic institution through lifelong devotion to intellectual excellence, high standards of moral conduct and responsible citizenship.</p>",fiubeta.president@gmail.com,Active,Public,https://fiu.beta.org/,https://www.instagram.com/betafiu,N/A,N/A
384644,6178,Bhakti Yoga Club at FIU,"<p>The Bhakti Yoga Club aims to foster meaningful connections and promote personal growth through the practice of Bhakti Yoga. Our intention is to create a supportive community that embraces inner exploration, encouraging individuals to embark on a journey of self-discovery and enlightenment. We aspire to create pockets of peace within campus, where everyone is welcome.&nbsp;</p>",bhaktiyogaclubfiu@gmail.com,Active,Public,N/A,N/A,N/A,N/A
208088,6178,Black Student Union,"<p>FIU&rsquo;s Black Student Union is a student-led programming council sponsored by the Campus Life Department that is dedicated to providing cultural, educational and social entertainment to our university community through leadership, involvement, and diversified programming, while striving to empower our student body in their efforts to make the most of their college experience, promote unity and contribute to student success.</p>
<p>The mission of the FIU Black Student Union is to advocate for, educate on behalf of, and celebrate students of the African-Diaspora by coordinating activities and events for the student body of Florida International University that stimulate student involvement in university activities, enrich campus life, and foster a co-curricular atmosphere. BSU also works to ensure that students&rsquo; concerns related to of the African Diaspora at FIU are addressed to the Student Government Association and Administration.&nbsp;</p>",bsu@fiu.edu,Active,Public,N/A,https://www.instagram.com/bsufiu/?hl=en,http://facebook.com/bsu.fiu,http://twitter.com/BSUFIU
367448,6178,Board Game Club @ FIU,"<p>Come join our Discord server for event updates, fundraisers, and chatting to other members!&nbsp;<a href=""https://discord.gg/jPk7fGDgPC"" target=""_blank"" rel=""noopener"">https://discord.gg/jPk7fGDgPC</a></p>
<p>- Tabletop RPGS (PF, DnD)</p>
<p>- Wargaming</p>
<p>- Trading Card Games</p>
<p>- And of course, Board Games!</p>",N/A,Active,Public,https://discord.gg/jPk7fGDgPC,N/A,N/A,N/A
360052,6178,BookTok @ FIU,"<p>Whatsapp Link:</p>
<p><a href=""https://chat.whatsapp.com/HdJVK2KjK88CXao5fXIOrD"">https://chat.whatsapp.com/HdJVK2KjK88CXao5fXIOrD</a></p>",booktokfiu@gmail.com,Active,Public,N/A,https://www.instagram.com/fiubooktok/,N/A,N/A
208244,6178,Brazilian Jiu-Jitsu Club,"<p>We train Monday-Friday 12-3 pm!&nbsp;</p>
<p>Monday and Wednesday we focus on Ground Bjj</p>
<p>Thursday and Friday we focus on Stand-Up Bjj&nbsp;</p>
<p>Tuesdays are Randori!</p>
<p>Come out and check us out!</p>",jsant376@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiu.bjj/,N/A,N/A
